ligand,receptor,lr_pair,classification,broad_category,source
CDH1,ITGA2_ITGB1,CDH1|ITGA2_ITGB1,Adhesion by Cadherin,ECM/Adhesion,cpdb_uniprot
COL9A2,ITGA2_ITGB1,COL9A2|ITGA2_ITGB1,Adhesion by Collagen/Integrin,ECM/Adhesion,cpdb_uniprot
COL9A3,ITGA1_ITGB1,COL9A3|ITGA1_ITGB1,Adhesion by Collagen/Integrin,ECM/Adhesion,cpdb_uniprot
COL9A3,ITGA10_ITGB1,COL9A3|ITGA10_ITGB1,Adhesion by Collagen/Integrin,ECM/Adhesion,cpdb_uniprot
COL9A3,ITGA11_ITGB1,COL9A3|ITGA11_ITGB1,Adhesion by Collagen/Integrin,ECM/Adhesion,cpdb_uniprot
COL9A3,ITGA2_ITGB1,COL9A3|ITGA2_ITGB1,Adhesion by Collagen/Integrin,ECM/Adhesion,cpdb_uniprot
DSC1,DSG2,DSC1|DSG2,Adhesion by Desmosome,ECM/Adhesion,cpdb_uniprot
DSC2,DSG2,DSC2|DSG2,Adhesion by Desmosome,ECM/Adhesion,cpdb_uniprot
DSG1,DSC1,DSG1|DSC1,Adhesion by Desmosome,ECM/Adhesion,cpdb_uniprot
DSG1,DSC2,DSG1|DSC2,Adhesion by Desmosome,ECM/Adhesion,cpdb_uniprot
DSG1,DSC3,DSG1|DSC3,Adhesion by Desmosome,ECM/Adhesion,cpdb_uniprot
DSG2,DSC3,DSG2|DSC3,Adhesion by Desmosome,ECM/Adhesion,cpdb_uniprot
DAG1,CELSR3,DAG1|CELSR3,Signaling by Neurexin_manual,Synaptic adhesion,manual
FGA_FGB_FGG,ITGA2B_ITGB3,FGA_FGB_FGG|ITGA2B_ITGB3,Adhesion by Fibribogen,Metabolic/Other,cpdb_interactors
FGA_FGB_FGG,ITGAM_ITGB2,FGA_FGB_FGG|ITGAM_ITGB2,Adhesion by Fibribogen,Metabolic/Other,cpdb_interactors
FGA_FGB_FGG,ITGAX_ITGB2,FGA_FGB_FGG|ITGAX_ITGB2,Adhesion by Fibribogen,Metabolic/Other,cpdb_interactors
FN1,ITGA10_ITGB1,FN1|ITGA10_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA11_ITGB1,FN1|ITGA11_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA2_ITGB1,FN1|ITGA2_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA2B_ITGB3,FN1|ITGA2B_ITGB3,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA3_ITGB1,FN1|ITGA3_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA4_ITGB1,FN1|ITGA4_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA4_ITGB7,FN1|ITGA4_ITGB7,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA5_ITGB1,FN1|ITGA5_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGA8_ITGB1,FN1|ITGA8_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGAV_ITGB1,FN1|ITGAV_ITGB1,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGAV_ITGB3,FN1|ITGAV_ITGB3,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
FN1,ITGAV_ITGB5,FN1|ITGAV_ITGB5,Adhesion by Fibronectin,ECM/Adhesion,cpdb_uniprot
GJA1,GJA1,GJA1|GJA1,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJA1,GJA5,GJA1|GJA5,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJA3,GJA1,GJA3|GJA1,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJA3,GJA3,GJA3|GJA3,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJA3,GJA5,GJA3|GJA5,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJA3,GJC1,GJA3|GJC1,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJA5,GJA5,GJA5|GJA5,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJC1,GJA1,GJC1|GJA1,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJC1,GJA5,GJC1|GJA5,Adhesion by GAP junction,Gap junction,cpdb_uniprot
GJC1,GJC1,GJC1|GJC1,Adhesion by GAP junction,Gap junction,cpdb_uniprot
ICAM1,ITGAL,ICAM1|ITGAL,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM1,ITGAL_ITGB2,ICAM1|ITGAL_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM1,ITGAM_ITGB2,ICAM1|ITGAM_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM1,ITGAX_ITGB2,ICAM1|ITGAX_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM1,SPN,ICAM1|SPN,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM2,CD209,ICAM2|CD209,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM2,ITGAL_ITGB2,ICAM2|ITGAL_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM3,CD209,ICAM3|CD209,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM3,CLEC4M,ICAM3|CLEC4M,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM3,ITGAD_ITGB2,ICAM3|ITGAD_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM3,ITGAL_ITGB2,ICAM3|ITGAL_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
ICAM4,ITGAL_ITGB2,ICAM4|ITGAL_ITGB2,Adhesion by ICAM,ECM/Adhesion,cpdb_uniprot
JAM2,ITGA4_ITGB1,JAM2|ITGA4_ITGB1,Adhesion by JAM,ECM/Adhesion,cpdb_uniprot
JAM2,JAM3,JAM2|JAM3,Adhesion by JAM,ECM/Adhesion,cpdb_uniprot
JAM3,ITGAM_ITGB2,JAM3|ITGAM_ITGB2,Adhesion by JAM,ECM/Adhesion,cpdb_uniprot
JAM3,JAM3,JAM3|JAM3,Adhesion by JAM,ECM/Adhesion,cpdb_uniprot
L1CAM,EZR_L1CAM,L1CAM|EZR_L1CAM,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
L1CAM,ITGA2B_ITGB3,L1CAM|ITGA2B_ITGB3,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
L1CAM,ITGA5_ITGB1,L1CAM|ITGA5_ITGB1,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
L1CAM,ITGA9_ITGB1,L1CAM|ITGA9_ITGB1,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
L1CAM,ITGAV_ITGB1,L1CAM|ITGAV_ITGB1,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
L1CAM,ITGAV_ITGB3,L1CAM|ITGAV_ITGB3,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
L1CAM,L1CAM,L1CAM|L1CAM,Adhesion by L1CAM,Axon guidance,cpdb_uniprot
LAMA3,ITGA3_ITGB1,LAMA3|ITGA3_ITGB1,Adhesion by Laminin,ECM/Adhesion,cpdb_uniprot
LAMC1,ITGA2_ITGB1,LAMC1|ITGA2_ITGB1,Adhesion by Laminin,ECM/Adhesion,cpdb_uniprot
LAMC1,ITGA6_ITGB1,LAMC1|ITGA6_ITGB1,Adhesion by Laminin,ECM/Adhesion,cpdb_uniprot
LAMC1,ITGA7_ITGB1,LAMC1|ITGA7_ITGB1,Adhesion by Laminin,ECM/Adhesion,cpdb_uniprot
LAMC1,ITGAV_ITGB3,LAMC1|ITGAV_ITGB3,Adhesion by Laminin,ECM/Adhesion,cpdb_uniprot
NECTIN1,CADM3,NECTIN1|CADM3,Adhesion by Nectin,ECM/Adhesion,cpdb_uniprot
NECTIN1,NECTIN3,NECTIN1|NECTIN3,Adhesion by Nectin,ECM/Adhesion,cpdb_uniprot
NECTIN1,NECTIN4,NECTIN1|NECTIN4,Adhesion by Nectin,ECM/Adhesion,cpdb_uniprot
NECTIN2,NECTIN3,NECTIN2|NECTIN3,Adhesion by Nectin,ECM/Adhesion,cpdb_uniprot
SPP1,ITGA4_ITGB1,SPP1|ITGA4_ITGB1,Adhesion by Osteopontin,ECM/Adhesion,cpdb_uniprot
SPP1,ITGA9_ITGB1,SPP1|ITGA9_ITGB1,Adhesion by Osteopontin,ECM/Adhesion,cpdb_uniprot
SPP1,ITGAV_ITGB3,SPP1|ITGAV_ITGB3,Adhesion by Osteopontin,ECM/Adhesion,cpdb_uniprot
F10,ITGAM_ITGB2,F10|ITGAM_ITGB2,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F11R,ITGAL_ITGB2,F11R|ITGAL_ITGB2,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,F2R,F2|F2R,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,F2RL2,F2|F2RL2,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,F2RL3,F2|F2RL3,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,GP1BA_GP1BB,F2|GP1BA_GP1BB,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,ITGA2B_ITGB3,F2|ITGA2B_ITGB3,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,ITGAV_ITGB3,F2|ITGAV_ITGB3,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
F2,THBD,F2|THBD,Adhesion by Prothrombin,Metabolic/Other,cpdb_uniprot
TNC,ITGA4_ITGB1,TNC|ITGA4_ITGB1,Adhesion by tenascin,ECM/Adhesion,cpdb_uniprot
TNC,ITGA8_ITGB1,TNC|ITGA8_ITGB1,Adhesion by tenascin,ECM/Adhesion,cpdb_uniprot
TNC,ITGA9_ITGB1,TNC|ITGA9_ITGB1,Adhesion by tenascin,ECM/Adhesion,cpdb_uniprot
TNC,ITGAV_ITGB3,TNC|ITGAV_ITGB3,Adhesion by tenascin,ECM/Adhesion,cpdb_uniprot
TNC,ITGAV_ITGB6,TNC|ITGAV_ITGB6,Adhesion by tenascin,ECM/Adhesion,cpdb_uniprot
THBS1,ITGA2B_ITGB3,THBS1|ITGA2B_ITGB3,Adhesion by Thrombospondin,Synapse organization,cpdb_uniprot
THBS1,ITGA3_ITGB1,THBS1|ITGA3_ITGB1,Adhesion by Thrombospondin,Synapse organization,cpdb_uniprot
THBS1,ITGAV_ITGB3,THBS1|ITGAV_ITGB3,Adhesion by Thrombospondin,Synapse organization,cpdb_uniprot
VCAM1,ITGA4_ITGB1,VCAM1|ITGA4_ITGB1,Adhesion by VCAM,ECM/Adhesion,cpdb_uniprot
VCAM1,ITGA4_ITGB7,VCAM1|ITGA4_ITGB7,Adhesion by VCAM,ECM/Adhesion,cpdb_uniprot
VCAM1,ITGA9_ITGB1,VCAM1|ITGA9_ITGB1,Adhesion by VCAM,ECM/Adhesion,cpdb_uniprot
VCAM1,ITGAD_ITGB2,VCAM1|ITGAD_ITGB2,Adhesion by VCAM,ECM/Adhesion,cpdb_uniprot
VTN,ITGA2B_ITGB3,VTN|ITGA2B_ITGB3,Adhesion by Vitronectin,ECM/Adhesion,cpdb_uniprot
VTN,ITGAV_ITGB1,VTN|ITGAV_ITGB1,Adhesion by Vitronectin,ECM/Adhesion,cpdb_uniprot
VTN,ITGAV_ITGB3,VTN|ITGAV_ITGB3,Adhesion by Vitronectin,ECM/Adhesion,cpdb_uniprot
PLA2G2A,ITGA4_ITGB1,PLA2G2A|ITGA4_ITGB1,Cell adhesion by Phospholipase,Metabolic/Other,cpdb_uniprot
PLA2G2A,ITGA5_ITGB1,PLA2G2A|ITGA5_ITGB1,Cell adhesion by Phospholipase,Metabolic/Other,cpdb_uniprot
CHAT,CHRM1,CHAT|CHRM1,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRM2,CHAT|CHRM2,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRM3,CHAT|CHRM3,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRM4,CHAT|CHRM4,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRM5,CHAT|CHRM5,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA1,CHAT|CHRNA1,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA2_CHRNB3,CHAT|CHRNA2_CHRNB3,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA3_CHRNA5_CHRNB2,CHAT|CHRNA3_CHRNA5_CHRNB2,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA3_CHRNA5_CHRNB4,CHAT|CHRNA3_CHRNA5_CHRNB4,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA4_CHRNA6_CHRNB3,CHAT|CHRNA4_CHRNA6_CHRNB3,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA4_CHRNB2,CHAT|CHRNA4_CHRNB2,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA6_CHRNB3_CHRNB4,CHAT|CHRNA6_CHRNB3_CHRNB4,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
CHAT,CHRNA7,CHAT|CHRNA7,Signaling by Choline acetyltransferase,Cholinergic signaling,cpdb_special
NT5E_SLC29A1,ADORA1,NT5E_SLC29A1|ADORA1,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A1,ADORA2A,NT5E_SLC29A1|ADORA2A,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A1,ADORA2B,NT5E_SLC29A1|ADORA2B,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A1,ADORA3,NT5E_SLC29A1|ADORA3,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A2,ADORA1,NT5E_SLC29A2|ADORA1,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A2,ADORA2A,NT5E_SLC29A2|ADORA2A,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A2,ADORA2B,NT5E_SLC29A2|ADORA2B,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A2,ADORA3,NT5E_SLC29A2|ADORA3,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A3,ADORA1,NT5E_SLC29A3|ADORA1,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A3,ADORA2A,NT5E_SLC29A3|ADORA2A,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A3,ADORA2B,NT5E_SLC29A3|ADORA2B,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A3,ADORA3,NT5E_SLC29A3|ADORA3,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A4,ADORA1,NT5E_SLC29A4|ADORA1,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A4,ADORA2A,NT5E_SLC29A4|ADORA2A,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A4,ADORA2B,NT5E_SLC29A4|ADORA2B,Signaling by Adenosine,Purinergic signaling,cpdb_special
NT5E_SLC29A4,ADORA3,NT5E_SLC29A4|ADORA3,Signaling by Adenosine,Purinergic signaling,cpdb_special
PNMT_SLC18A1,ADRA1A,PNMT_SLC18A1|ADRA1A,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRA1B,PNMT_SLC18A1|ADRA1B,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRA1D,PNMT_SLC18A1|ADRA1D,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRA2A,PNMT_SLC18A1|ADRA2A,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRA2B,PNMT_SLC18A1|ADRA2B,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRA2C,PNMT_SLC18A1|ADRA2C,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRB1,PNMT_SLC18A1|ADRB1,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRB2,PNMT_SLC18A1|ADRB2,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A1,ADRB3,PNMT_SLC18A1|ADRB3,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRA1A,PNMT_SLC18A2|ADRA1A,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRA1B,PNMT_SLC18A2|ADRA1B,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRA1D,PNMT_SLC18A2|ADRA1D,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRA2A,PNMT_SLC18A2|ADRA2A,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRA2B,PNMT_SLC18A2|ADRA2B,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRA2C,PNMT_SLC18A2|ADRA2C,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRB1,PNMT_SLC18A2|ADRB1,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRB2,PNMT_SLC18A2|ADRB2,Signaling by Adrenaline,Monoamine signaling,cpdb_special
PNMT_SLC18A2,ADRB3,PNMT_SLC18A2|ADRB3,Signaling by Adrenaline,Monoamine signaling,cpdb_special
ADM,CALCRL_GPER1_RAMP3,ADM|CALCRL_GPER1_RAMP3,Signaling by Adrenomedullin,Neuropeptide signaling,cpdb_uniprot
ADM,RAMP3,ADM|RAMP3,Signaling by Adrenomedullin,Neuropeptide signaling,cpdb_uniprot
ADM2,CALCRL_GPER1_RAMP3,ADM2|CALCRL_GPER1_RAMP3,Signaling by Adrenomedullin,Neuropeptide signaling,cpdb_uniprot
ADM2,CALCRL_RAMP2,ADM2|CALCRL_RAMP2,Signaling by Adrenomedullin,Neuropeptide signaling,cpdb_uniprot
AGRP,MC2R,AGRP|MC2R,Signaling by Agouti-related protein,Neuropeptide signaling,cpdb_uniprot
AGRP,MC3R,AGRP|MC3R,Signaling by Agouti-related protein,Neuropeptide signaling,cpdb_uniprot
AGRP,MC4R,AGRP|MC4R,Signaling by Agouti-related protein,Neuropeptide signaling,cpdb_uniprot
AGRP,MC5R,AGRP|MC5R,Signaling by Agouti-related protein,Neuropeptide signaling,cpdb_uniprot
ASIP,MC1R,ASIP|MC1R,Signaling by Agouti-related protein,Neuropeptide signaling,cpdb_uniprot
AGRN,LRP4_MUSK,AGRN|LRP4_MUSK,Signaling by Agrin,Synapse organization,cpdb_uniprot
AGRN,PTPRS,AGRN|PTPRS,Signaling by Agrin,Synapse organization,cpdb_uniprot
IAPP,CALCR,IAPP|CALCR,Signaling by Amylin,Neuropeptide signaling,cpdb_uniprot
IAPP,CALCR_RAMP1,IAPP|CALCR_RAMP1,Signaling by Amylin,Neuropeptide signaling,cpdb_uniprot
IAPP,CALCR_RAMP2,IAPP|CALCR_RAMP2,Signaling by Amylin,Neuropeptide signaling,cpdb_uniprot
IAPP,CALCR_RAMP3,IAPP|CALCR_RAMP3,Signaling by Amylin,Neuropeptide signaling,cpdb_uniprot
APP,CD74,APP|CD74,Signaling by Amyloid-beta precursor protein,Metabolic/Other,cpdb_uniprot
APP,FPR2,APP|FPR2,Signaling by Amyloid-beta precursor protein,Metabolic/Other,cpdb_uniprot
APP,PLXNA4,APP|PLXNA4,Signaling by Amyloid-beta precursor protein,Metabolic/Other,cpdb_uniprot
APP,SORL1,APP|SORL1,Signaling by Amyloid-beta precursor protein,Metabolic/Other,cpdb_uniprot
APP,TNFRSF21,APP|TNFRSF21,Signaling by Amyloid-beta precursor protein,Metabolic/Other,cpdb_uniprot
APP,TREM2_TYROBP,APP|TREM2_TYROBP,Signaling by Amyloid-beta precursor protein,Metabolic/Other,cpdb_uniprot
APLP2,PIGR,APLP2|PIGR,Signaling by Amyloid-like protein,Metabolic/Other,cpdb_uniprot
APLP2,PLXNA4,APLP2|PLXNA4,Signaling by Amyloid-like protein,Metabolic/Other,cpdb_uniprot
CYP11B2,NR3C1,CYP11B2|NR3C1,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP11B2,NR3C2,CYP11B2|NR3C2,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
SRD5A1,AR,SRD5A1|AR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
SRD5A2,AR,SRD5A2|AR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
SRD5A3,AR,SRD5A3|AR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP17A1,AR,CYP17A1|AR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
HSD17B6,NR1H4,HSD17B6|NR1H4,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP27B1,VDR,CYP27B1|VDR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP11B1,NR3C1,CYP11B1|NR3C1,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP11B1,NR3C2,CYP11B1|NR3C2,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP21A2,NR3C2,CYP21A2|NR3C2,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP19A1,ESR1,CYP19A1|ESR1,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP19A1,ESR2,CYP19A1|ESR2,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP19A1,GPER1,CYP19A1|GPER1,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP19A1,NR1I2,CYP19A1|NR1I2,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP11A1,NR1H4,CYP11A1|NR1H4,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP3A4,NR1H4,CYP3A4|NR1H4,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
CYP11A1_FDX1_FDX2_FDXR,NR1I2,CYP11A1_FDX1_FDX2_FDXR|NR1I2,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
HSD17B12,AR,HSD17B12|AR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
HSD17B3,AR,HSD17B3|AR,Signaling by Steroids,Steroid/Retinoid signaling,cpdb_special
ANGPT1,TEK,ANGPT1|TEK,Signaling by Angiopoietin,Hormones/Endocrine,cpdb_uniprot
ANGPT2,TEK,ANGPT2|TEK,Signaling by Angiopoietin,Hormones/Endocrine,cpdb_uniprot
ANGPT4,TEK,ANGPT4|TEK,Signaling by Angiopoietin,Hormones/Endocrine,cpdb_uniprot
AGT,AGTR1,AGT|AGTR1,Signaling by Angiotensinogen,Hormones/Endocrine,cpdb_uniprot
AGT,AGTR2,AGT|AGTR2,Signaling by Angiotensinogen,Hormones/Endocrine,cpdb_uniprot
ANXA1,FPR1,ANXA1|FPR1,Signaling by Annexin,Metabolic/Other,cpdb_uniprot
ANXA1,FPR2,ANXA1|FPR2,Signaling by Annexin,Metabolic/Other,cpdb_uniprot
ANXA1,FPR3,ANXA1|FPR3,Signaling by Annexin,Metabolic/Other,cpdb_uniprot
APELA,APLNR,APELA|APLNR,Signaling by Apelin,Neuropeptide signaling,cpdb_uniprot
APLN,APLNR,APLN|APLNR,Signaling by Apelin,Neuropeptide signaling,cpdb_uniprot
APOA1,ABCA1,APOA1|ABCA1,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
APOA1,AMN_CUBN,APOA1|AMN_CUBN,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
APOA1,TREM2_TYROBP,APOA1|TREM2_TYROBP,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
APOA2,TREM2_TYROBP,APOA2|TREM2_TYROBP,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
APOB,APOBR,APOB|APOBR,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
APOB,TREM2_TYROBP,APOB|TREM2_TYROBP,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
APOE,TREM2_TYROBP,APOE|TREM2_TYROBP,Signaling by Apolipoprotein,Metabolic/Other,cpdb_uniprot
DAGLA,CNR1,DAGLA|CNR1,Signaling by Arachidonoylglycerol,Lipid signaling,cpdb_special
DAGLA,CNR2,DAGLA|CNR2,Signaling by Arachidonoylglycerol,Lipid signaling,cpdb_special
DAGLA,GPR55,DAGLA|GPR55,Signaling by Arachidonoylglycerol,Lipid signaling,cpdb_special
DAGLB,CNR1,DAGLB|CNR1,Signaling by Arachidonoylglycerol,Lipid signaling,cpdb_special
DAGLB,CNR2,DAGLB|CNR2,Signaling by Arachidonoylglycerol,Lipid signaling,cpdb_special
DAGLB,GPR55,DAGLB|GPR55,Signaling by Arachidonoylglycerol,Lipid signaling,cpdb_special
NGF,NGFR,NGF|NGFR,Signaling by Beta-nerve growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
NGF,NTRK1,NGF|NTRK1,Signaling by Beta-nerve growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
NGF,SORT1,NGF|SORT1,Signaling by Beta-nerve growth factor,Growth Factor/Neurotrophic,cpdb_uniprot
BMP10,ACVR2A_ACVRL1,BMP10|ACVR2A_ACVRL1,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP10,ACVRL1_BMPR2,BMP10|ACVRL1_BMPR2,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP15,BMPR1B_BMPR2,BMP15|BMPR1B_BMPR2,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP15_GDF2,ACVR1B_BMPR1B_BMPR2,BMP15_GDF2|ACVR1B_BMPR1B_BMPR2,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_interactors
BMP2,ACVR2A_BMPR1A,BMP2|ACVR2A_BMPR1A,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP2,ACVR2A_BMPR1B,BMP2|ACVR2A_BMPR1B,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP2,ACVR2B_BMPR1A,BMP2|ACVR2B_BMPR1A,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP2,ACVR2B_BMPR1B,BMP2|ACVR2B_BMPR1B,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP2,BMPR1A_BMPR2,BMP2|BMPR1A_BMPR2,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP2,BMPR1B_BMPR2,BMP2|BMPR1B_BMPR2,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
BMP4,ACVR2A_BMPR1A,BMP4|ACVR2A_BMPR1A,Signaling by BMP,Growth Factor/Neurotrophic,cpdb_uniprot
