ligand,receptor,lr_pair,classification,broad_category,source
CDH1,ITGA2_ITGB1,CDH1|ITGA2_ITGB1,Adhesion by Cadherin,ECM/Adhesion,cpdb_uniprot
WNT5B,FZD4_LRP5,WNT5B|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD4_LRP6,WNT5B|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD5_LRP5,WNT5B|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD5_LRP6,WNT5B|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD6_LRP5,WNT5B|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD6_LRP6,WNT5B|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD7_LRP5,WNT5B|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD7_LRP6,WNT5B|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD8_LRP5,WNT5B|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD8_LRP6,WNT5B|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD9_LRP5,WNT5B|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD9_LRP6,WNT5B|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,SFRP1,WNT5B|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,SFRP2,WNT5B|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,SFRP4,WNT5B|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,SFRP5,WNT5B|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,WIF1,WNT5B|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,CER1,WNT6|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FRZB,WNT6|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD1_LRP5,WNT6|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD1_LRP6,WNT6|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD10_LRP5,WNT6|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD10_LRP6,WNT6|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD2_LRP5,WNT6|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD2_LRP6,WNT6|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD3_LRP5,WNT6|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD3_LRP6,WNT6|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD4_LRP5,WNT6|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD4_LRP6,WNT6|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD5_LRP5,WNT6|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD5_LRP6,WNT6|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD6_LRP5,WNT6|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD6_LRP6,WNT6|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD7_LRP5,WNT6|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD7_LRP6,WNT6|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD8_LRP5,WNT6|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD8_LRP6,WNT6|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD9_LRP5,WNT6|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,FZD9_LRP6,WNT6|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,SFRP1,WNT6|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,SFRP2,WNT6|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,SFRP4,WNT6|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,SFRP5,WNT6|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT6,WIF1,WNT6|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,CER1,WNT7A|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FRZB,WNT7A|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD1_LRP5,WNT7A|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD1_LRP6,WNT7A|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD10_LRP5,WNT7A|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD10_LRP6,WNT7A|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD2_LRP5,WNT7A|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD2_LRP6,WNT7A|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD3_LRP5,WNT7A|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD3_LRP6,WNT7A|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD4_LRP5,WNT7A|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD4_LRP6,WNT7A|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD5_LRP5,WNT7A|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD5_LRP6,WNT7A|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD6_LRP5,WNT7A|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD6_LRP6,WNT7A|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD7_LRP5,WNT7A|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD7_LRP6,WNT7A|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD8_LRP5,WNT7A|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD8_LRP6,WNT7A|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD9_LRP5,WNT7A|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,FZD9_LRP6,WNT7A|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,SFRP1,WNT7A|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,SFRP2,WNT7A|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,SFRP4,WNT7A|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,SFRP5,WNT7A|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7A,WIF1,WNT7A|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,CER1,WNT7B|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FRZB,WNT7B|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD1_LRP5,WNT7B|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD1_LRP6,WNT7B|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD10_LRP5,WNT7B|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD10_LRP6,WNT7B|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD2_LRP5,WNT7B|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD2_LRP6,WNT7B|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD3_LRP5,WNT7B|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD3_LRP6,WNT7B|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD4_LRP5,WNT7B|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD4_LRP6,WNT7B|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD5_LRP5,WNT7B|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD5_LRP6,WNT7B|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD6_LRP5,WNT7B|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD6_LRP6,WNT7B|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD7_LRP5,WNT7B|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD7_LRP6,WNT7B|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD8_LRP5,WNT7B|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD8_LRP6,WNT7B|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD9_LRP5,WNT7B|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,FZD9_LRP6,WNT7B|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,SFRP1,WNT7B|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,SFRP2,WNT7B|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,SFRP4,WNT7B|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,SFRP5,WNT7B|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT7B,WIF1,WNT7B|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,CER1,WNT8A|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FRZB,WNT8A|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD1_LRP5,WNT8A|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD1_LRP6,WNT8A|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD10_LRP5,WNT8A|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD10_LRP6,WNT8A|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD2_LRP5,WNT8A|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD2_LRP6,WNT8A|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD3_LRP5,WNT8A|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD3_LRP6,WNT8A|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD4_LRP5,WNT8A|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD4_LRP6,WNT8A|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD5_LRP5,WNT8A|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD5_LRP6,WNT8A|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD6_LRP5,WNT8A|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD6_LRP6,WNT8A|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD7_LRP5,WNT8A|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD7_LRP6,WNT8A|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD8_LRP5,WNT8A|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD8_LRP6,WNT8A|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD9_LRP5,WNT8A|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,FZD9_LRP6,WNT8A|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,SFRP1,WNT8A|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,SFRP2,WNT8A|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,SFRP4,WNT8A|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,SFRP5,WNT8A|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8A,WIF1,WNT8A|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,CER1,WNT8B|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FRZB,WNT8B|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD1_LRP5,WNT8B|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD1_LRP6,WNT8B|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD10_LRP5,WNT8B|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD10_LRP6,WNT8B|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD2_LRP5,WNT8B|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD2_LRP6,WNT8B|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD3_LRP5,WNT8B|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD3_LRP6,WNT8B|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD4_LRP5,WNT8B|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD4_LRP6,WNT8B|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD5_LRP5,WNT8B|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD5_LRP6,WNT8B|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD6_LRP5,WNT8B|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD6_LRP6,WNT8B|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD7_LRP5,WNT8B|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD7_LRP6,WNT8B|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD8_LRP5,WNT8B|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD8_LRP6,WNT8B|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD9_LRP5,WNT8B|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,FZD9_LRP6,WNT8B|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,SFRP1,WNT8B|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,SFRP2,WNT8B|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,SFRP4,WNT8B|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,SFRP5,WNT8B|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT8B,WIF1,WNT8B|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,CER1,WNT9A|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FRZB,WNT9A|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD1_LRP5,WNT9A|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD1_LRP6,WNT9A|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD10_LRP5,WNT9A|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD10_LRP6,WNT9A|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD2_LRP5,WNT9A|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD2_LRP6,WNT9A|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD3_LRP5,WNT9A|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD3_LRP6,WNT9A|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD4_LRP5,WNT9A|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD4_LRP6,WNT9A|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD5_LRP5,WNT9A|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD5_LRP6,WNT9A|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD6_LRP5,WNT9A|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD6_LRP6,WNT9A|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD7_LRP5,WNT9A|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD7_LRP6,WNT9A|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD8_LRP5,WNT9A|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD8_LRP6,WNT9A|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD9_LRP5,WNT9A|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,FZD9_LRP6,WNT9A|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,SFRP1,WNT9A|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,SFRP2,WNT9A|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,SFRP4,WNT9A|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,SFRP5,WNT9A|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9A,WIF1,WNT9A|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,CER1,WNT9B|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FRZB,WNT9B|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD1_LRP5,WNT9B|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD1_LRP6,WNT9B|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD10_LRP5,WNT9B|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD10_LRP6,WNT9B|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD2_LRP5,WNT9B|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD2_LRP6,WNT9B|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD3_LRP5,WNT9B|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD3_LRP6,WNT9B|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD4_LRP5,WNT9B|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD4_LRP6,WNT9B|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD5_LRP5,WNT9B|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD5_LRP6,WNT9B|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD6_LRP5,WNT9B|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD6_LRP6,WNT9B|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD7_LRP5,WNT9B|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD7_LRP6,WNT9B|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD8_LRP5,WNT9B|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD8_LRP6,WNT9B|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD9_LRP5,WNT9B|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,FZD9_LRP6,WNT9B|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,SFRP1,WNT9B|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,SFRP2,WNT9B|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,SFRP4,WNT9B|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,SFRP5,WNT9B|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT9B,WIF1,WNT9B|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
DKK1,KREMEN1_LRP6,DKK1|KREMEN1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
DKK1,KREMEN2_LRP6,DKK1|KREMEN2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
DKK2,KREMEN2_LRP6,DKK2|KREMEN2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
INHA,ACVR1_ACVR2A,INHA|ACVR1_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHA,ACVR1_ACVR2B,INHA|ACVR1_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHA,ACVR1B_ACVR2A,INHA|ACVR1B_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHA,ACVR1B_ACVR2B,INHA|ACVR1B_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHA,ACVR1C_ACVR2A,INHA|ACVR1C_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHA,ACVR1C_ACVR2B,INHA|ACVR1C_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHA_INHBA,ACVR1_ACVR2A,INHA_INHBA|ACVR1_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBA,ACVR1_ACVR2B,INHA_INHBA|ACVR1_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBA,ACVR1B_ACVR2A,INHA_INHBA|ACVR1B_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBA,ACVR1B_ACVR2B,INHA_INHBA|ACVR1B_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBA,ACVR1C_ACVR2A,INHA_INHBA|ACVR1C_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBA,ACVR1C_ACVR2B,INHA_INHBA|ACVR1C_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBB,ACVR1_ACVR2A,INHA_INHBB|ACVR1_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBB,ACVR1_ACVR2B,INHA_INHBB|ACVR1_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBB,ACVR1B_ACVR2A,INHA_INHBB|ACVR1B_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBB,ACVR1B_ACVR2B,INHA_INHBB|ACVR1B_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBB,ACVR1C_ACVR2A,INHA_INHBB|ACVR1C_ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHA_INHBB,ACVR1C_ACVR2B,INHA_INHBB|ACVR1C_ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_interactors
INHBC,ACVR2A,INHBC|ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHBC,ACVR2B,INHBC|ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHBE,ACVR2A,INHBE|ACVR2A,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
INHBE,ACVR2B,INHBE|ACVR2B,Signaling by Inhibin/Activin,Growth Factor/Neurotrophic,cpdb_uniprot
ARTN,GFRA1_RET,ARTN|GFRA1_RET,Signaling by RET receptors,Growth Factor/Neurotrophic,cpdb_uniprot
ARTN,GFRA3_RET,ARTN|GFRA3_RET,Signaling by RET receptors,Growth Factor/Neurotrophic,cpdb_uniprot
PSPN,GFRA4_RET,PSPN|GFRA4_RET,Signaling by RET receptors,Growth Factor/Neurotrophic,cpdb_uniprot
ITGAV_ITGB1,ADGRE2,ITGAV_ITGB1|ADGRE2,Signaling by Integrin,ECM/Adhesion,cpdb_interactors
ITGAV_ITGB1,ADGRE5,ITGAV_ITGB1|ADGRE5,Signaling by Integrin,ECM/Adhesion,cpdb_interactors
ITGAV_ITGB3,ADGRA2,ITGAV_ITGB3|ADGRA2,Signaling by Integrin,ECM/Adhesion,cpdb_interactors
